Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1516,3,Male,64,3,3,Manager,4,Single,11244.0,21072,2.0,No,25,3.0,2,0.0,10.0,4.5,4,5.0,2.0,0.0,0.0
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1520,2,Female,87,3,4,Manager,4,Divorced,16032.0,24456,3.0,No,20,3.0,1,1.0,26.0,2.0,3,14.0,9.0,1.0,12.0
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1522,1,Male,100,2,1,Research Scientist,1,Single,2362.0,7568,6.0,No,13,3.0,3,0.0,11.0,2.0,1,9.0,7.0,0.0,7.0
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1523,4,Male,32,3,4,Research Director,1,Married,16328.0,22074,3.0,No,13,3.0,3,1.0,24.0,1.0,4,18.0,6.0,7.5,14.5
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1525,2,Female,32,3,3,Manufacturing Director,2,Single,8376.0,9150,4.0,No,18,3.0,4,0.0,9.0,3.0,3,2.0,0.0,2.0,2.0
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1527,3,Female,51,3,4,Manager,2,Married,16581.0,11380,8.0,No,12,3.0,4,1.0,23.0,2.0,4,13.0,12.0,5.0,1.0
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1529,4,Female,91,2,3,Healthcare Representative,2,Single,8606.0,21195,1.0,No,19,3.0,4,0.0,11.0,3.0,1,11.0,8.0,3.0,3.0
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1533,1,Male,97,3,2,Laboratory Technician,3,Single,2272.0,24812,0.0,No,14,3.0,2,0.0,5.0,2.0,3,4.0,3.0,1.0,2.0
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1534,4,Male,86,3,1,Laboratory Technician,1,Single,2018.0,21831,3.0,No,14,3.0,2,0.0,15.0,3.0,1,5.0,4.0,1.0,0.0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1535,4,Male,64,2,3,Sales Executive,3,Married,7083.0,12288,1.0,Yes,14,3.0,4,0.0,10.0,3.0,3,10.0,9.0,7.5,6.0
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4084.0,4156,1.0,No,12,3.0,1,0.0,7.0,2.0,1,7.0,2.0,7.0,7.0
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1539,3,Male,88,1,4,Research Director,4,Single,14411.0,24450,1.0,Yes,13,3.0,4,0.0,28.5,2.0,3,18.0,6.0,7.5,9.0
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1541,2,Male,55,3,1,Sales Representative,3,Married,2308.0,4944,0.0,Yes,25,3.0,2,1.0,12.0,4.0,3,11.0,10.0,5.0,7.0
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1542,3,Male,68,2,1,Laboratory Technician,2,Married,4841.0,24052,4.0,No,14,3.0,2,1.0,4.0,3.0,3,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,4285.0,3031,1.0,No,17,3.0,1,0.0,10.0,2.0,3,10.0,8.0,3.0,7.0
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715.0,7288,3.0,No,13,3.0,3,1.0,9.0,3.0,3,7.0,7.0,0.0,7.0
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320.0,24152,1.0,No,13,3.0,4,0.0,5.0,2.0,3,5.0,3.0,0.0,2.0
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,2132.0,4585,4.0,No,20,3.0,4,1.0,8.0,3.0,3,5.0,4.0,0.0,3.0
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1547,4,Male,40,3,3,Healthcare Representative,4,Married,10124.0,18611,2.0,Yes,14,3.0,3,1.0,24.0,3.0,1,18.0,8.0,7.5,9.0
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,5473.0,19345,0.0,No,12,3.0,4,0.0,9.0,4.5,4,8.0,4.0,7.0,1.0
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1549,2,Male,79,3,2,Laboratory Technician,3,Married,5207.0,22949,1.0,Yes,12,3.0,2,1.0,15.0,3.0,3,15.0,14.0,5.0,7.0
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,16437.0,17381,1.0,Yes,21,3.0,4,0.0,21.0,2.0,3,18.0,7.0,7.0,7.0
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296.0,10036,0.0,No,14,3.0,2,2.5,2.0,3.0,3,1.0,1.0,0.0,0.0
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069.0,8841,3.0,Yes,18,3.0,3,0.0,8.0,2.0,3,2.0,2.0,2.0,2.0
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441.0,20933,1.0,No,12,3.0,1,2.5,10.0,4.0,3,10.0,8.0,7.0,7.0
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,2430.0,26204,0.0,No,23,3.0,1,2.0,6.0,4.5,3,5.0,3.0,4.0,2.0
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1555,4,Female,67,2,2,Research Scientist,2,Married,5878.0,15624,3.0,No,12,3.0,1,1.0,12.0,2.0,3,7.0,1.0,2.0,5.0
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1556,3,Male,70,3,1,Sales Representative,4,Single,2644.0,17001,3.0,Yes,21,3.0,4,0.0,7.0,3.0,2,3.0,2.0,1.0,2.0
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439.0,13693,8.0,No,14,3.0,3,1.0,18.0,2.0,3,8.0,7.0,7.0,7.0
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,2451.0,22376,6.0,No,18,3.0,1,2.0,5.0,2.0,2,1.0,0.0,0.0,0.0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,1,Male,46,3,2,Sales Executive,1,Married,6392.0,10589,2.0,No,13,3.0,4,1.0,8.0,4.5,1,2.0,2.0,2.0,2.0
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,9714.0,5323,1.0,No,11,3.0,4,1.0,10.0,4.0,3,10.0,8.0,6.0,7.0
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077.0,14814,3.0,No,11,3.0,3,0.0,10.0,2.0,3,6.0,3.0,1.0,2.0
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450.0,21731,1.0,No,19,3.0,2,0.0,3.0,3.0,3,3.0,0.0,1.0,2.0
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,9250.0,17799,3.0,No,12,3.0,2,1.0,9.0,3.0,3,4.0,2.0,1.0,3.0
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074.0,26619,1.0,Yes,12,3.0,4,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,10169.0,14618,0.0,No,16,3.0,2,1.0,28.5,4.0,3,18.0,7.0,1.0,9.0
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855.0,7653,4.0,No,11,3.0,1,2.0,7.0,2.0,3,5.0,2.0,1.0,4.0
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4087.0,25174,4.0,No,14,3.0,2,1.0,9.0,3.0,2,6.0,5.0,1.0,2.0
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367.0,16530,8.0,No,12,3.0,4,1.0,10.0,3.0,2,8.0,2.0,7.0,6.0
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,2972.0,22061,1.0,No,13,3.0,3,0.0,1.0,4.0,1,1.0,0.0,0.0,0.0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,16581.0,23037,1.0,No,21,3.0,3,1.0,28.5,3.0,3,18.0,6.0,2.0,13.0
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,5484.0,13008,8.5,No,17,3.0,2,1.0,9.0,3.0,2,2.0,2.0,2.0,1.0
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,2061.0,11133,1.0,No,21,3.0,1,0.0,1.0,4.5,3,1.0,0.0,0.0,0.0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,9924.0,12355,0.0,No,11,3.0,4,1.0,10.0,3.0,3,9.0,8.0,7.0,7.0
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,4198.0,16379,2.0,No,12,3.0,2,0.0,8.0,4.5,4,3.0,2.0,1.0,2.0
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815.0,21447,6.0,No,13,3.0,1,0.0,15.0,4.5,3,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723.0,16213,1.0,Yes,18,3.0,4,0.0,10.0,3.0,3,10.0,9.0,1.0,5.0
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142.0,4223,3.0,Yes,16,3.0,3,0.0,10.0,4.0,3,5.0,2.0,0.0,4.0
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,8237.0,4658,2.0,No,11,3.0,1,1.0,11.0,3.0,3,7.0,6.0,7.0,6.0
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.0,24483,1.0,No,19,3.0,4,1.0,6.0,0.5,4,6.0,4.0,1.0,3.0
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,16581.0,19519,4.0,Yes,16,3.0,3,1.0,27.0,2.0,3,1.0,0.0,0.0,0.0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073.0,12826,2.0,No,16,3.0,4,1.0,4.0,2.0,3,2.0,2.0,2.0,2.0
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562.0,19711,3.0,Yes,13,3.0,4,1.0,9.0,3.0,3,3.0,2.0,0.0,2.0
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,16581.0,26362,8.0,No,22,3.0,4,0.0,24.0,2.0,3,1.0,0.0,0.0,1.0
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407.0,25348,1.0,No,17,3.0,4,2.0,10.0,3.0,2,10.0,9.0,6.0,8.0
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063.0,15332,1.0,No,14,3.0,2,1.0,8.0,3.0,2,8.0,2.0,7.0,7.0
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,4639.0,11262,1.0,No,15,3.0,3,1.0,5.0,2.0,3,5.0,4.0,1.0,2.0
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5.0,No,12,3.0,3,1.0,8.0,0.5,3,6.0,4.0,0.0,2.0
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690.0,7713,1.0,No,18,3.0,4,1.0,1.0,4.5,2,1.0,0.0,0.0,1.0
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,16581.0,3156,1.0,No,15,3.0,2,0.0,27.0,4.5,1,18.0,0.0,0.0,12.0
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408.0,7324,1.0,Yes,17,3.0,3,2.5,1.0,3.0,3,1.0,1.0,0.0,0.0
22,No,Non-Travel,457,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814.0,10293,1.0,Yes,14,3.0,2,0.0,4.0,2.0,2,4.0,2.0,1.0,3.0
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245.0,20689,2.0,Yes,15,3.0,3,1.0,28.5,3.0,3,18.0,8.0,7.5,13.0
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312.0,18783,3.0,No,17,3.0,4,2.0,6.0,3.0,3,3.0,2.0,0.0,2.0
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,16581.0,3549,0.0,Yes,14,3.0,4,1.0,23.0,4.0,2,18.0,7.0,1.0,10.0
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141.0,5348,1.0,No,12,3.0,2,1.0,6.0,3.0,2,6.0,4.0,1.0,1.0
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769.0,23447,1.0,Yes,14,3.0,1,0.0,10.0,3.0,3,10.0,7.0,1.0,4.0
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385.0,24162,1.0,No,15,3.0,1,1.0,10.0,2.0,3,10.0,7.0,4.0,5.0
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332.0,21602,7.0,No,13,3.0,4,0.0,10.0,3.0,3,5.0,2.0,0.0,3.0
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,8.5,Yes,12,3.0,2,2.0,7.0,2.0,3,3.0,2.0,1.0,1.0
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724.0,17000,1.0,No,13,3.0,1,1.0,9.0,3.0,3,9.0,7.0,7.0,2.0
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1.0,No,14,3.0,4,1.0,10.0,3.0,2,9.0,6.0,1.0,4.0
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377.0,3835,2.0,No,13,3.0,4,2.5,10.0,3.0,3,7.0,7.0,7.0,7.0
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066.0,16290,1.0,No,11,3.0,1,2.0,7.0,3.0,3,7.0,7.0,0.0,7.0
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1.0,No,11,3.0,4,0.0,16.0,2.0,3,16.0,14.5,1.0,10.0
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0.0,No,21,3.0,2,1.0,6.0,4.5,2,5.0,3.0,0.0,0.0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117.0,26009,1.0,No,18,3.0,3,0.0,3.0,2.0,3,2.0,2.0,2.0,2.0
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569.0,18420,1.0,Yes,12,3.0,3,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,16581.0,5220,3.0,No,11,3.0,3,1.0,27.0,2.0,3,5.0,2.0,1.0,0.0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0.0,No,15,3.0,4,1.0,11.0,3.0,3,10.0,8.0,0.0,7.0
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435.0,25800,1.0,No,13,3.0,4,2.0,18.0,2.0,3,18.0,14.5,7.5,12.0
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148.0,12250,1.0,No,12,3.0,4,1.0,15.0,4.5,3,14.0,11.0,2.0,9.0
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3.0,No,17,3.0,1,2.5,9.0,2.0,2,4.0,3.0,0.0,2.0
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0.0,No,13,3.0,4,0.0,10.0,2.0,1,9.0,2.0,3.0,8.0
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1.0,No,19,3.0,1,2.0,10.0,3.0,3,10.0,7.0,3.0,9.0
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3.0,Yes,19,3.0,4,1.0,10.0,4.5,4,5.0,4.0,0.0,2.0
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,8.5,No,17,3.0,3,0.0,15.0,3.0,3,13.0,12.0,6.0,0.0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,3936.0,9953,1.0,No,11,3.0,1,1.0,8.0,2.0,1,8.0,4.0,7.0,7.0
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6.0,Yes,15,3.0,4,0.0,18.0,2.0,2,4.0,2.0,3.0,3.0
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4.0,Yes,11,3.0,3,0.0,14.0,3.0,3,10.0,7.0,0.0,2.0
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2.0,No,25,3.0,2,1.0,23.0,3.0,3,2.0,2.0,2.0,2.0
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6.0,Yes,14,3.0,4,2.0,7.0,2.0,2,2.0,2.0,2.0,2.0
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760.0,17218,1.0,Yes,13,3.0,3,0.0,6.0,2.0,3,6.0,3.0,1.0,3.0
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517.0,22490,7.0,No,17,3.0,1,0.0,5.0,0.5,3,3.0,2.0,0.0,2.0
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2.0,No,13,3.0,3,0.0,6.0,0.5,2,4.0,2.0,1.0,2.0
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3.0,Yes,14,3.0,2,0.0,10.0,3.0,1,4.0,2.0,0.0,3.0
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,5869.0,23413,8.5,No,11,3.0,3,0.0,8.0,2.0,3,5.0,2.0,1.0,4.0
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4.0,No,12,3.0,3,2.0,9.0,4.5,3,3.0,2.0,0.0,2.0
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1.0,No,17,3.0,3,2.0,7.0,4.5,3,7.0,7.0,0.0,7.0
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4.0,No,21,3.0,3,0.0,7.0,3.0,3,5.0,4.0,1.0,0.0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,16413.0,3498,3.0,No,16,3.0,2,2.0,27.0,2.0,3,4.0,2.0,1.0,2.0
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5.0,No,15,3.0,3,2.5,19.0,3.0,3,14.0,11.0,1.0,11.0
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1.0,No,19,3.0,1,0.0,2.0,3.0,3,2.0,2.0,2.0,2.0
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433.0,19332,1.0,No,12,3.0,3,1.0,11.0,2.0,3,11.0,8.0,7.0,9.0
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2.0,No,11,3.0,3,0.0,15.0,4.0,3,4.0,3.0,1.0,3.0
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2.0,Yes,19,3.0,2,1.0,28.5,3.0,3,15.0,11.0,2.0,12.0
36,No,Non-Travel,894,Research & Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0.0,No,15,3.0,3,0.0,4.0,4.5,3,3.0,2.0,1.0,2.0
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6.0,No,20,3.0,1,1.0,13.0,3.0,3,5.0,4.0,0.0,4.0
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,16581.0,18685,3.0,No,25,3.0,3,1.0,28.5,4.5,3,10.0,8.0,4.0,7.0
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,16581.0,3525,1.0,No,24,3.0,1,1.0,14.0,3.0,3,14.0,10.0,6.0,11.0
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3.0,Yes,24,3.0,1,0.0,13.0,2.0,4,11.0,9.0,6.0,7.0
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7.0,No,15,3.0,4,2.0,19.0,4.0,4,13.0,11.0,2.0,9.0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187.0,3356,1.0,Yes,13,3.0,2,1.0,10.0,3.0,2,10.0,0.0,0.0,9.0
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1.0,No,14,3.0,3,2.0,6.0,4.5,3,6.0,2.0,0.0,4.0
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0.0,No,13,3.0,3,2.0,10.0,4.0,2,9.0,5.0,1.0,6.0
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1.0,No,11,3.0,1,2.0,10.0,2.0,3,10.0,0.0,0.0,2.0
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4.0,Yes,16,3.0,2,1.0,17.0,2.0,2,2.0,2.0,2.0,2.0
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1.0,No,22,3.0,2,0.0,4.0,3.0,3,4.0,3.0,3.0,3.0
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6.0,No,14,3.0,3,2.5,28.5,2.0,3,3.0,2.0,1.0,2.0
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4.0,No,14,3.0,1,0.0,23.0,2.0,3,8.0,7.0,0.0,0.0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3.0,Yes,16,3.0,4,0.0,21.0,2.0,3,2.0,0.0,0.0,2.0
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1.0,No,11,3.0,1,0.0,2.0,3.0,3,2.0,2.0,0.0,2.0
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1.0,Yes,25,3.0,3,1.0,7.0,2.0,3,6.0,5.0,1.0,2.0
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6.0,No,14,3.0,2,2.0,10.0,2.0,2,3.0,2.0,0.0,2.0
